Name,P/E,DIV-YLD,CMP/BV,ROA,CURRENTRATIO,PROFITGROWTH,DEBT-EQ,ROE,QUICKRATIO,ASSET-TO,INVEN-TO,PAT,LEVERAGE,EARNINGSYEILDS,ROCE,INT-COVERAGE,EV,EBITDA,CMP-FCF,CMP-SALES,PEG,SALESGROWTH,PLEDGED,SALES,OPM,MAR-CAP,EPS,DEBT,PROM-HOLD,RETURN
Hipolin,,0,3.32,-5.72,1.06,50,0.18,-7.5,0.81,1.27,14.14,-0.45,1.36,-0.85,-5.95,-2.27,497.95,-25.72,-10.54,0.57,,-24.35,13.33,627.52,-3.25,359.85,-13.91,148.59,75,31.65
Shreyas Interm.,,0,7.55,-5.55,4.74,-4.55,0.84,-10.7,4.74,0,,-1.61,2.04,-1.37,-6,-369.11,353.74,-0.38,-0.09,0.02,,254.5,0,1204,-79.3,28.68,-285.16,329.24,20.38,10.79
Rama Phosphates,,0,1.01,-5.36,1.65,-195.39,0.42,-9.39,0.82,1.04,2.5,-24.61,1.64,-5.63,-6.06,,35.76,-71.52,-1066.41,,,,0,0,,35.81,-0.69,0.05,63.62,-10.15
Suumaya Indust.,,0,,-18.68,0.85,-152.41,0.39,-120.03,0.84,0.58,105.25,-1286.67,-7.35,-265.62,-6.12,,11.63,-41.54,-38.33,,,,0,0,,9.82,-0.12,1.82,23.94,-47.59
Bombay Wire,,0,4.72,-3.98,1.3,-5.71,0.01,-4.19,1.3,0,,-0.37,1.04,-1.44,-6.18,-1.56,13.49,-21.08,17.94,0.74,,-23.11,0,12.81,-5,9.52,-2.95,4.84,52.19,94.39
Quantum Build,,0,3.15,-4.95,1.35,27.5,0.61,-9.58,1.35,0,,-0.29,2.03,-2.5,-6.21,-0.62,418.03,-9.85,0.6,0.01,,-11.12,0,3739.44,-1.3,26.93,-13.33,475.7,42.65,42.21
Santosh Fin Fab,,0,1.71,-6.76,1.62,-1980,0.84,-15.12,0.66,0.93,0.97,-1.04,2.42,-6.1,-6.26,-1.8,17.56,-11.55,-15.64,64.72,,-85.96,0,0.32,-759.38,20.71,-1.24,6.38,56.26,20.45
Compuage Info.,,0,0.16,-10.4,1.19,-527.51,2.74,-54.28,0.99,3.4,12.22,-114.36,6.33,-10.89,-6.27,,4.44,-8.71,-15.2,,,,0,0,,4.07,-1.25,0.54,43.41,-73.61
Creative Eye,,0,0.97,-8.77,2.78,-84.44,0.31,-12,1.21,0.02,0,-2.49,1.44,-9.64,-6.29,-0.91,1482.26,-776.05,404.83,2.61,,293.12,26.39,308.01,-5.08,804.79,-10.68,698.49,90,140
Jauss Polymers,,0,0.52,-6.21,18.33,-132,0.07,-6.73,18.33,0,,-0.58,1.12,-12.82,-6.3,-1.59,1761.09,110.62,10.31,0.36,,-9.2,0,2629.4,-0.34,940.69,-7.36,825.98,63.96,77.47
Andhra Cements,,0,2.6,-8.8,1.03,-888.57,2.28,-26.96,0.58,0.27,4.65,-79.33,3.37,-3.22,-6.33,-5.62,110.74,83.26,3.99,1.05,,-8.02,0,108.7,-2.58,113.97,68.04,5.52,59.23,-10.1
Sutlej Textiles,,0,0.96,-5.21,1.25,-361.14,0.85,-11.22,0.62,1.18,3.21,-95.87,2.31,-5.46,-6.36,-9.75,121.48,-7.82,64.34,24.2,,-45.09,0,3.86,-412.95,93.4,-0.83,28.51,27.24,9.17
Freshtrop Fruits,,0,1,35.2,3.33,-228.47,0.04,51.62,1.65,0.65,1.57,-3.52,1.16,-2.93,-6.4,8.03,17.07,5.35,14.46,501.5,0.15,-97.26,0,0.02,-2300,10.03,-0.15,7.06,0,-16.17
Oriental Trimex,,0,1.47,-6.46,1.34,-750.94,0.47,-11.43,0.76,0.03,0.27,-18.04,1.86,-14.33,-6.42,-3.06,70.9,-16,25.66,0.63,,-34.45,0,66.81,-9.76,42.27,-19.72,37.32,70.35,129.76
Sybly Industries,2.54,0,2.32,1.98,1.38,641.1,1.63,6.56,1.38,0,2.13,3.95,11.74,18.34,-6.42,-4.44,148.3,14830,-1924.59,1.22,,-20.28,20.66,104.62,-0.08,127.72,-3.89,22.08,53.65,80.99
Kanco Tea,,0,0.62,-7.64,0.53,-510.57,0.56,-13.23,0.43,0.62,4.68,-10.1,1.85,-10.09,-6.44,1.02,465.7,67.3,-56.02,19.84,,-18.14,0,21.3,-10.23,422.57,-0.22,45.12,67.91,7.35
Lasa Supergeneri,,0,1.35,-9,0.78,-17.63,0.23,-13.17,0.39,0.66,5.02,-10.74,1.63,-7.17,-6.45,-2.17,22.69,-17.87,-13.4,0.52,,-5.26,0,27.56,-6.42,14.22,-6.19,9.77,69.79,4.45
Bharat Agri Fert,492.57,0.06,8.29,-8.46,2.02,107.9,0.91,-16.88,0.17,0.22,0.13,0.83,2.06,0.66,-6.57,-3.59,372.34,-26.3,-7.89,2.23,,56.33,0,201.3,-8,448.29,-1.95,53.92,39.31,-34.75
Soni Medicare,,0,8.83,-8.45,1.43,-312.5,6.07,-68.57,1.36,1.37,17.5,-2.64,12.35,-7.84,-6.58,-0.46,181.62,132.57,-9.23,6.69,12.99,17.57,0,24.96,-44.63,166.99,0.2,22.03,20.31,17.19
Niyogin Fintech,,0,1.75,-6.24,1.72,-1.09,0.21,-6.28,1.67,0.49,0.75,-18.49,1.52,-5.88,-6.8,,66.46,4.23,-4.81,3.19,,36.26,41.94,19.54,-14.89,62.4,13.6,5.33,45.18,-33.62
Standard Inds.,133.09,4.01,1.23,-4.83,5.42,-91.95,0.16,-6.28,4.86,0.14,4.42,1.27,1.35,-0.73,-6.83,-0.74,2177.18,-26.62,3.98,0.26,,-19.03,0.06,1106.21,-8.44,291.32,-24.85,1892.14,6.24,18.15
Vivid Mercantile,4.8,0,1.2,-6.7,8.54,119.13,0.1,-7.64,6.41,0.21,0.75,13.63,0.89,22.59,-6.96,-17.29,45.39,-21.61,-11.24,1.51,,115.63,0,30.21,-8.44,45.66,-3.02,0.27,49.51,12.48
Mcleod Russel,,0,1.18,-8.71,0.07,-80.18,7.57,-77.34,0.04,0.31,2.05,-283.84,14.55,-6.7,-7,-19,14.7,-77.37,-135.8,51.71,,,0,0.28,-71.43,14.48,-0.19,0.33,1.59,50.64
TCM,,0,1.62,-3,1.25,35.93,0.01,-6.55,0.41,0.42,0.77,-2.3,2.65,-5.23,-7.04,-3.24,497.02,-162.96,37.18,0.58,,7.39,0,799.25,-1.25,467.05,-17.24,84.49,0,30.38
Shyamkamal Inv,,0,3.13,-6.43,1.66,25,0.09,-7.53,0.38,0,-0.43,-0.21,0.9,-1.24,-7.05,-2.18,163.22,-23.9,-13.32,0.77,,-4.23,0,109.89,-7.64,84.39,-9.97,79.58,74.89,219.71
3i Infotech,,0,1.55,-8.58,1.05,-1032.95,0.29,-14.99,1.05,1,,-59.82,2.79,-6.52,-7.07,-9.55,513.23,-77.18,-92.07,62.24,,21.35,0,8.24,-82.16,512.86,-8.57,0.59,62.55,-26.14
Shri Vasuprada,,0,0.85,-8.18,0.66,5.4,0.8,-17.65,0.13,0.49,0.95,-19.56,2.23,-8.74,-7.17,-2.72,1699.42,280.9,-186.01,8.1,,32.61,0.28,198.14,2.53,1605.13,-9.25,95.29,62.4,37.92
Shriram AMC,,0,6.54,-8.51,4.67,-164.6,0.01,-9.28,4.67,0.1,,-8.52,1.04,-1.47,-7.25,6.53,6431.92,48.98,477.01,2.69,,28.77,32.32,2463.61,4.39,6624.84,10.22,39.81,74.25,95.32
Zota Health Care,,0.17,17.04,-7.43,1.51,-191.23,1.06,-16.85,0.79,0.93,2.09,-24.23,2.15,-1.12,-7.32,-1.51,989.45,-26.57,-12.67,1.35,,-39.99,0,501.62,-7.69,677.49,-8.35,315.67,72.52,45.34
Johnson Con. Hit,237.81,0,11.27,-2.81,1.2,125.29,0.08,-7.81,0.52,1.11,1.79,27.56,2.96,0.68,-7.35,,13.95,-9.06,2.6,0.12,,673.68,0,97.02,-6.91,11.94,0.07,2.07,0,114.33
Khaitan Chemical,,0,3.03,-10.58,1.3,-457.21,1.43,-27.41,0.54,0.8,1.58,-80.98,3.02,-4.95,-7.57,-12.2,11.37,-13.54,-15.3,0.55,,34.11,0,21.23,-4.62,11.74,-0.98,1.61,16.94,8.14
Sun Retail,,0,0.73,-3.89,0.76,-22.22,0.13,-9.68,0.71,2.45,82.44,-1.54,2.4,-10.91,-7.61,-1.38,21.84,-60.67,-13.39,16.56,,40.79,0,1.07,-47.66,17.72,-1.26,4.2,60.11,39.29
Objectone Inform,,0,0.73,-5.96,6.78,-173.57,0.1,-8.3,4.85,0.94,-0.01,-1.03,1.4,-11.16,-7.62,-11.92,1002.83,-20.52,-3503.09,7.24,,-18.51,0,161.42,-43.68,1168.29,-16.48,43.56,50.94,-28.38
Indergiri Fin.,,0,4.2,-9.55,0.64,-1180,1,-13.95,0.64,0.12,,-0.64,1.57,-1.65,-7.67,1.64,106.53,18.79,-18.9,4.1,,42.73,0,25.92,19.02,106.25,0.48,11.06,74.91,-46.66
Max India Ltd,,0,2.22,-7.7,2.17,-286.11,0.09,-10.7,2.12,0.27,2.16,-71.16,1.46,-6.52,-7.69,-12.38,128.14,-162.2,-63.45,82.55,,-20.33,7.23,1.45,-79.31,119.7,-11.93,9.04,69.44,87.32
Secmark Consult.,224.11,0,6.96,-7.59,0.89,105.76,0.69,-13.74,0.89,0.79,,0.5,1.94,1.39,-7.74,-0.28,686.29,60.63,43.39,0.5,,-10.54,0,743.98,-5.26,372.7,-4.34,323.5,50.68,22.19
TCI Industries,,0,27.25,-7.47,0.64,-46.58,2.16,-28.22,0.64,0.1,,-1.07,3.33,-0.81,-7.83,-1.28,138.88,-84.17,-17.3,1.21,,4.19,0,83.01,-3.1,100.17,-9.93,39.85,72.12,4.79
Jay Shree Tea,,0,1.27,-7.06,0.61,-119.23,1.11,-27.01,0.18,0.78,1.48,-36.59,3.37,-1.61,-7.83,-1.46,26.42,-20.97,-164.31,0.71,,-35,0,17.59,-13.25,12.56,-4.66,14.86,31.19,36.17
Delta Manufact.,,0,3.67,-10.36,0.72,17.79,1.48,-32.27,0.45,0.83,2.53,-10.77,3.73,-4.43,-7.93,-2.19,149.68,-6.37,-6.15,0.12,,-30.34,0,351.03,-6.98,43.56,-21.95,109.39,59.96,4.71
Uniroyal Marine,,0,34.2,-14.52,1.18,-357.58,41.28,-157.59,0.36,1.02,1.12,-3.02,52.6,-6.88,-7.97,-4.11,375.77,-39.06,-29.4,1.97,,-9.87,0,150.69,-15.17,297.29,-14.23,86.03,71.4,72.26
Shiva Global,,0,0.47,-9.14,1.8,-1156.95,1.17,-17.26,0.64,1.32,2.42,-23.57,2.96,-17.48,-8.17,-2.68,310.83,-12.2,4.29,0.51,,-12.49,0,360.45,-10.06,184.48,-24.92,129.2,69.08,-35.4
Zodiac Cloth. Co,,0,1.21,-9.51,1.28,-45.63,0.35,-13.65,0.66,0.39,1.11,-36.99,1.53,-7.85,-8.22,2.35,111.14,4.79,2.76,0.93,,-38.32,0.26,76.59,-13.44,71.01,17.69,40.44,53.11,-15.39
Gillanders Arbut,,0,0.84,-9.45,0.85,-2026.81,0.59,-19.64,0.43,0.71,1.49,-53.18,2.36,-11.95,-8.24,-11.16,56.54,-21.83,70.26,0.31,,-5.03,0,187.93,-3.68,58.6,-7.4,1.31,69.17,-6
Rasandik Engg.,7.19,0,0.69,-10.45,0.8,382.27,0.4,-22.48,0.2,0.41,1.77,9.71,2.07,15.64,-8.27,-1.01,151.08,-60.92,27.87,0.47,,-7.49,50.74,48.54,-5.13,22.68,-3.58,138.38,59.12,20.87
PBM Polytex,,0,0.48,-5.95,3.64,18.17,0.01,-7.09,1.06,1.3,3.51,-5.09,1.22,-11.25,-8.27,-1.21,22555.04,-95.51,613.04,13.27,,17.34,0,1626.57,-17.38,21591.4,-5.8,1796.06,90,-15.58
MT Educare,,0,0.77,-9.43,0.52,45.03,4.7,-64,0.52,0.16,,-25.86,9.95,-8.39,-8.27,-3.73,16.06,-13.97,8.05,0.21,,27.51,0,44.73,-3.78,9.56,-3.57,6.57,48.03,-17.37
ITI,,0,12.12,-5.95,0.89,-46.2,1.03,-27.8,0.86,0.13,1.76,-531.04,5.46,-1.32,-8.43,-109.03,42521.17,-34.55,-65.19,5.72,,-10.57,0,8278.7,-22.07,47384.27,-10.72,165.9,0,-16.72
Prem. Synthetic,,0,0.35,-9.96,4.58,-98.88,0.25,-14.2,2.53,1.37,6.92,-1.77,1.49,-8.81,-8.44,-0.75,335.52,-43.02,3.26,0.3,,-34.98,24.89,522.31,-2.89,157.37,-3.95,186.83,62.56,37.59
One 97,,0,3.01,-6.83,3.7,-67.6,0.01,-9.07,3.7,0.57,,-2013.86,1.32,-5.11,-8.5,-5.84,21.9,-6.56,-11.44,32.79,,-89.03,0,0.52,-834.62,17.05,-3.92,5.47,49.98,-25.68
Indian Acrylics,,0,3.79,-11.31,0.76,-702.36,4.59,-81.36,0.25,1.14,2.79,-53.49,11.75,-6.92,-8.56,-1.28,4289.56,-93.93,-25.67,2.75,,-18.95,38.28,1258.6,-3.87,3455.68,-112.07,839.95,37.27,-6.87
Umiya Tubes,,0,1.54,-8.2,1.79,23.74,0.51,-15.69,1.44,0.02,0.43,-3.92,2.11,-16.78,-8.64,-5.15,19143.01,-11.27,,2.6,,,0,5071.9,-36.24,13202.42,,6661.91,60.79,165.66
Solara Active,,0,2.59,-15.53,0.72,-1455.66,0.77,-33.5,0.45,0.49,2.02,-416.29,2.81,-3.49,-8.67,-1,11.03,-45.96,-13.12,,,,0,0,,9.79,-0.02,1.47,67.62,167.74
NMDC Steel,,0,,-5.68,0.99,,0.43,-9.59,0.47,0.11,1.6,-2107.57,1.77,-13.01,-8.69,-3.29,53.8,-17.03,-14.23,4.55,,410.1,0,10.1,-33.96,45.93,-1.16,7.96,21.19,9.36
Triton Corp.,,0,44.52,-8.93,0.51,-166.67,6.68,-100,0.51,0,,-0.48,22.39,-2.18,-8.74,-2.36,15.15,-303,5.4,0.42,,-28.63,0,29.71,-0.5,12.35,-2.17,2.88,36.11,22.5
Vista Pharma.,,0,1.28,-7.46,1.61,-80.41,0.22,-12.84,1.15,0.18,1.31,-4.42,1.6,-7.23,-8.75,,1892.89,-98.79,-86.8,269.86,,790.67,0,6.68,-286.83,1802.67,-1.94,99.85,25.19,-26.3
Raj Packaging,,0,0.96,-7.24,4.21,-190,0.22,-10.36,2.58,1.5,4.8,-0.99,1.5,-5.93,-8.77,,25.15,0.43,-24.74,,,,0,0,,21.7,104.2,3.45,39.66,-12.44
Dec.Gold Mines,,0,8.31,-26.26,0.62,-947.79,0.47,-34.82,0.25,0.01,0.12,-28.5,1.16,-1.67,-8.77,-2.57,31.69,-75.45,-141.1,4.85,,11.9,0,6.02,-7.48,29.17,-2.69,2.95,70.81,-4.27
Rap Media,0.39,0,2.77,-6.36,0.35,4688.89,0.43,-9.36,0.35,0,,57.82,1.54,223.65,-9.07,,14.81,-20.29,-4.22,,,,16.04,0,,7.55,-0.44,7.27,35.9,119.2
Nirmitee Robotic,,,7.06,-11.74,2.15,-253.97,0.71,-18.73,1.89,0.73,3.92,-0.97,1.59,-1.86,-9.1,-21.67,30.71,-52.95,-0.74,138.67,,-99.23,0,0.03,-1933.33,4.16,-0.92,32.93,3.12,-42.14
MPS Pharmaa,,0,3.83,-8.25,0.27,18.27,3.69,-34.87,0.21,0,0.1,-0.85,5.11,-6.01,-9.15,8,7.58,94.75,-91.24,24.31,,-2.78,0,0.35,22.86,8.51,-2.5,0.21,1.94,48.5
Fraser & Company,,0,0.01,-6.68,1.4,-7600,0.05,-14.11,1.4,0,,-0.75,2.27,-2.12,-9.24,-2.26,175.08,-10.37,-16.92,14.33,,-89.99,0,7.65,-231.76,109.63,-4.18,74.36,59.25,-7.57
SHRI NIWAS L& F.,121.57,0,4.01,-8.01,164,126.92,0.1,-10.32,114,0.11,0.39,0.07,1.71,1.06,-9.26,-1.5,169.62,20.1,-7.2,0.62,,62.85,0,219.75,3.34,136.14,-3.29,47.07,71.98,32.73
Bharat Immunolog,,0,1.41,-8.56,0.33,-42.4,0.94,-17.67,0.32,0.22,2.28,-18.07,2.27,-9.65,-9.27,-21.96,25.27,-2.49,-79.53,0.91,,-20.79,0,23.62,-43.06,21.47,-17.71,5.54,40.25,9.6
Steelman Telecom,,0,4.26,-11.35,1.04,-525.8,1.47,-9.4,1.02,2.09,1.57,-3.15,3.29,-4.45,-9.29,-9.58,78.84,-29.31,6.37,10.47,,-62.17,0,2.72,-104.41,28.49,-0.92,55.63,72.68,-15.5
Jaipan Industrie,,0,5.05,-7.89,1.39,-1158.82,1.34,-18.85,1.12,0.96,3.12,-10.8,5.67,-41.79,-9.37,-12.08,27.65,-20.95,-93.97,1.79,,-8.2,0,15.9,-9.69,28.43,-4.4,0.62,54.73,-12.92
Intec Capital,,0,0.87,-5.88,2.16,94.63,1.62,-15.22,2.16,0.04,,-1.69,2.8,-3.95,-9.41,-28.3,112.24,-11.61,14.09,13.32,,-95.26,0,5.66,-175.09,75.4,-0.24,36.94,4.08,1.95
Octaware Tech.,,0,2.12,-8.15,1.07,-16.18,0.05,-11.12,1.07,0.82,,-1.58,1.44,-5.24,-9.78,-1.64,320.82,-4.95,4.29,0.24,,-34.36,99.86,556.55,-13.82,131.99,-1.41,197.82,27.25,155.42
Shree Ram Prote.,,0,1.71,-9.38,2.22,-482.53,0.79,-18.68,1.36,0.14,0.52,-10.29,2.2,-8.99,-9.84,-11.48,28.81,-26.93,-32.43,2.5,,-4.21,0,26.16,-10.97,65.53,-2.78,1.68,73.67,77.14
JCT,,0,0.49,-11.19,0.54,-969.43,0.73,-29.99,0.19,0.77,2.98,-122.85,3.09,-23.8,-9.86,-3.81,410.72,-50.83,-52.23,5.37,,13.85,60.99,73.55,-19.02,395.21,-1.34,21.06,10.44,-39.44
Yudiz Solutions,,0,1.32,-8.08,11.05,-202.87,0.03,-9.64,11.05,0.74,,-2.87,0.73,-11.37,-9.91,,6.1,-10,-26.13,44,,180,0,0.12,-525,5.28,-0.93,0.83,69.59,-58.64
Tierra Agrotech,,0,4.12,-7.23,0.91,66.79,0.22,-22.29,0.33,0.39,0.84,-8.99,1.78,-2.25,-9.93,0.42,379.15,19.03,1.23,1.18,,-46.07,55.18,87.89,-35.86,103.71,-1.47,277.66,60.81,-48.63
Mardia Samyoung,,0,1.19,-6.88,0.62,-1525,0.19,-10.89,0.18,-0.02,0.15,-0.65,1.67,-10.66,-9.99,-3.39,59.28,52,18.47,0.55,,29.53,0,97.68,-0.06,53.91,0.67,5.45,72.27,
Aarvee Denims,,0,6.35,-9.51,0.7,95.31,16.14,-116.87,0.37,0.18,0.89,-3.45,28.09,3.47,-10,,9.89,-65.93,-109.38,87.7,,100,,0.1,-180,8.77,-1.02,1.13,,89.19
Continental Seed,,0,3.89,-7.86,0.89,-581.82,0.43,-18.01,0.54,3.41,29.68,-2.25,2.26,-3.06,-10,-4.04,68.52,-60.11,24.27,1.68,,28.67,0,31.82,-3.99,53.4,-2.94,15.24,56.78,79.31
Jointeca Educati,,0,1.29,-10.7,0.17,-17.24,0.17,-13.01,0.17,0.01,,-1.02,1.22,-9.3,-10.35,-114,11.09,-3.31,-3.98,1.48,,-59.54,0,9.54,-37.42,14.12,-2.4,0.63,0.2,7.23
Ecoboard Inds.,,0,4.07,-8.13,1.22,70.14,1.16,-28.61,0.75,0.5,1.37,-2.95,4.49,-3.29,-10.83,-27.02,8126.76,-23.65,-32.73,12.43,,-4.11,0,605.17,-66.34,7523.95,-7.08,731.57,0,17.78
Bright Solar,,0,0.48,-8.2,4.21,-7020,0.02,-11.48,4.02,0.23,1.12,-3.46,1.43,-30.84,-10.91,-1.71,23.11,-82.54,15.53,0.99,,-13.62,0,20.23,-2.03,20.01,-0.79,3.19,48.02,10.78
Equinox India,,0,2.65,-6.68,2.08,32.1,0.31,-15.02,0.24,0.07,0,-386.99,2.68,-4.52,-10.94,,282.39,27.63,35.65,9.28,,33.85,0,27.6,25.14,256.19,-1.5,66.71,26.37,56.5
Sibar Auto Parts,,0,2.04,-8.76,0.95,-21.5,0.33,-19.61,0.5,0.85,2.48,-1.3,2.4,-3.66,-10.97,-3.25,26.4,-6.73,2.3,0.28,,16.71,0,33.6,-11.73,9.54,-0.95,16.88,38.61,44.75
Noida Tollbridg.,,0,1.26,-8.66,0.48,21.75,0.33,-14.37,0.47,0.06,1.59,-27.77,1.79,-9.76,-11.03,-3.07,143.22,-20.79,-10.31,0.44,,-20.8,40.04,191.36,-4.28,84.13,-21.04,60.59,74.92,59.42
Minaxi Textiles,,0,3.37,-10.1,1.06,-3.98,6.05,-71.41,0.39,1.11,3.66,-4.7,11.03,-17.1,-11.18,822,40.79,4.96,7.13,3.03,0.27,-91.93,0,12.97,-29.76,39.33,7.86,1.87,63.65,22.58
Keerthi Indus,,0,1.19,-8.91,0.64,-26.56,0.95,-22.54,0.21,1.17,4.4,-16.87,2.85,-14.06,-11.25,,273.24,-132,-21.45,,,,0,0,,74.81,-10.35,199.45,46.52,-29.75
Hemang Resources,3.65,0,1.5,-1.69,2.16,212.84,0.07,-4.2,1.13,0.57,2.43,10.37,2.54,20.91,-11.37,-3.73,116.7,-11.59,-30.28,2.01,,-84.43,71.07,55.63,-39.55,111.86,-0.29,9.18,44.29,-15.63
Bheema Cements,,0,1.74,-12.07,0.06,28.24,4.64,-56.39,0.06,0,,-33.74,6.5,-11.18,-11.79,-1.86,146.26,-111.65,-12.83,2.9,,9.17,0,40.97,-3.54,118.95,-3.92,27.69,69.97,-13.5
Facor Alloys,,0,0.69,-6.64,1.28,-258.68,0.06,-8.52,1.22,0.69,17.29,-8.24,1.4,-10.18,-11.85,-0.94,729.07,14.65,-9.08,2.29,,36.01,0,245.97,12.68,562.94,-11.97,194.49,49.95,-28.43
Diensten Tech,,0,,-8.78,0.83,-1575,14.73,-77,0.83,1.52,,-2.36,14.3,-1.55,-11.96,-15.5,2.28,-7.35,-0.1,57,,-98.31,0,0.01,-3100,0.57,-0.19,1.77,9.94,
Aurum Proptech,,0,1.89,-12.48,0.81,4.92,0.68,-27.13,0.81,0.41,,-44.52,2.87,-3.8,-12.02,,13.58,-21.22,-65.17,,,,0,0,,12.49,-1.66,1.09,7.13,48.78
Omansh Enterpri.,,0,1.33,-12.04,22.17,0,1.18,-143.48,22.17,0,2,-0.33,1.83,-13.63,-12.09,-29.75,55.87,-13.15,21.23,2.99,,-72.85,0,18.26,-33.73,54.65,-5.52,1.41,74.91,109.26
Skyline Ventures,,0,3.17,-11.2,5.86,-1550,0.27,-14.39,5.86,0,,-0.66,1.38,-4.64,-12.13,-3.14,1980.4,-42.72,-68.21,6.21,,-18.35,0,306.81,-26.2,1905.44,-0.87,113.9,89.25,
Dhanlaxmi Fabric,,0,1.18,-12.14,2.93,-45.81,0.03,-14.59,1.76,0.32,2.12,-5.22,1.3,-8.35,-12.19,-1.69,56.64,-12.23,-51.63,0.09,,18.42,0,191.67,-2.58,17.27,-21.62,40.08,42.63,42.23
Andrew Yule & Co,,0,5.67,-6.45,0.71,-374.64,0.34,-12.94,0.6,0.43,2.62,-41.91,2.14,-2.65,-12.3,60.75,27.52,10.96,59.53,0.67,-0.89,3412.15,0,37.58,6.68,25.2,5.89,2.76,73.17,23.55
Natraj Proteins,,0,0.51,-15,1.5,-45.95,1.19,-31.32,0.44,2.32,3.88,-8.1,2.48,-8.93,-12.39,-12.53,18.21,-9.39,1.86,3.12,,-89.73,0,5.9,-48.81,18.4,-1.44,0.72,52.09,-3.01
Tradewell Hold,14.24,0,3.94,-7.47,10.16,484.78,0.43,-16.84,9.96,2.37,-1.67,1.77,1.82,8.83,-12.48,-2.14,142.24,122.62,12.79,0.81,,-7.91,0,103.95,0.44,84.28,-8.38,58.03,55.13,127.95
Shanti Overseas,,0,1.32,-8.29,2.39,89.45,0.05,-10.86,1.76,0.55,5.77,-1.6,1.38,-11.63,-12.5,,5.54,-138.5,26.36,25.05,4.12,,0,0.2,-20,5.01,0.64,0.7,54.04,-7.19
Lexus Granito,,0,8.75,-11.21,1.11,-41.51,6.23,-104.55,0.24,0.85,1.59,-16.5,14.84,-7.87,-12.58,-6.63,1045.97,-16.51,-18.59,1.85,,7.36,66.16,537.61,-13.15,996.27,-11.31,105.88,75.73,0.22
Hanman Fit,62.66,0,2.01,2.15,0.81,157.14,0.28,3.7,0.81,0.05,2,0.08,1.5,-7.04,-12.96,,9.82,163.67,-509.45,,,,0,0,,8.45,-0.48,1.59,52.99,138.5
Shalimar Paints,,0,2.44,-11.56,1.43,-145.98,0.27,-21.24,0.94,0.82,3.32,-90.62,1.66,-7.82,-13.05,,23.3,58.25,-16.8,,28,,0,0,,23.26,0.66,0.16,42.67,-34.53
ANS Industries,,0,1.62,-9.54,0.57,65.35,0.31,-17.22,0.57,0,,-0.44,1.87,-3.66,-13.11,-6.65,157.77,-4.08,-21.99,2.17,,-11.69,0,55.3,-72.39,119.75,-4.18,39.07,0.84,-40.71
Bacil Pharma,,0,18.69,-13.01,0.45,-6.67,0.08,-13.79,0.45,0,,-0.1,1.01,-0.44,-13.11,-2.63,53.71,-255.76,-188.97,219.79,,,20,0.24,-87.5,52.75,-0.59,1.01,16.94,341
Cerebra Integr.,,0,0.6,-9.4,1.37,-356.77,0.18,-14.95,1.15,0.13,1.24,-38.14,1.77,-23.79,-13.36,-2.19,217.74,-16.14,23.96,1.29,,-10.36,0,147.25,-14.18,190.3,-38.11,32.16,73.11,38.15
Inland Printers,,0,28.77,-15.71,0.05,-123.08,0.52,-22.12,0.05,0,,-0.29,1.58,-0.37,-13.45,-1.56,17.18,44.05,1.44,0.6,,-8.76,19.77,10.31,-5.72,6.21,-4.62,11.33,74.87,237.74
JK Agri Genetics,,0,1.77,-6.47,0.93,-0.51,0.29,-17.09,0.35,0.47,0.7,-17.67,2.89,-7.71,-13.55,-327,44.7,-13.84,-9.59,100.24,,-93.02,0,0.25,-1308,25.06,-2.16,19.64,16.05,-1.54
SDC Techmedia,,0,3.38,-13.45,4.33,-2077.78,6.16,-106.75,4.11,0.39,2.04,-3.56,14.38,-12.92,-13.76,-28.25,17.84,-8.88,79.2,1.77,,50,0,14.19,-21.21,25.1,-1.19,0.56,46.27,-19.44
Innovative Ideal,,0,8.25,-8.31,0.48,-61.84,6.06,-55.03,0.12,0.01,0.35,-2.46,9.14,-7.05,-14.01,-0.11,5466.18,140.66,-76.72,38.49,60.38,868.81,84.25,137.28,27.53,5283.49,-22.42,183.62,27.7,-26.4
Jayshree Chem.,,0,2.42,-10.11,2.06,-906.9,0.05,-17.73,2.03,0.6,47.28,-2.34,2.05,-12.58,-14.24,-4.29,10.54,-21.08,-3.81,3,,-33.04,0,3.06,-16.99,9.19,-4.41,1.57,73.42,12.86
Websol Energy,631.37,0,46.23,-3.09,0.39,143.65,1.7,-6.4,0.15,0.08,0.92,8.11,2.88,-0.02,-14.26,-1.9,17.38,434.5,-21.16,3.55,,-16.12,0,4.63,-12.31,16.43,-1.87,4.17,61.07,595.84
Shashwat Furnis.,,0,2.85,-16.31,2.59,-538.1,0.49,-25,1.21,0.54,1.46,-0.92,1.75,-6.93,-14.4,-12.69,776.45,-647.04,,,,,0,0,,776.36,-0.1,1.04,50.72,33.29
South Asian Ent.,,0,3.97,-17.07,2.49,44.44,1.01,-19.38,2.41,0.64,12.56,-0.75,1.95,-4.28,-14.51,-3.63,657.45,-31.78,18270,0.64,,0.32,0,855.71,-3.68,548.1,-25.48,125.5,74,-5.11
Aerpace Indus,,0,57.02,-15.18,3.37,-1169.23,0.08,-17.09,3.37,0,,-1.39,0.95,-0.21,-14.75,-4.86,16.93,-4.17,-7.23,0.94,,-64.69,0,7.46,-56.17,7.02,-1.97,10.04,34.93,1733.22
